feature,question,rel_question,labels
Visa Approved what next? Changing your profession on Residence visa,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,My profession shown in my residence visa is Technician whereas in reality I am working as Manager. I tried to change my profession from Technician to Manager through our agent but for some reason he is saying it is not possible. I have Masters in Business administration and Masters in Geology. I really wonder why this change can't be done. Does any body has any suggestion of how to do this change?,Irrelevant
"Visa Approved what next? ""Family visa - normal duration?",Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,"Hi guys I submitted the application for my wife's family residence visa on 12-December and the checking receipt mentions that I should follow up on www.moi.gov.qa after 3 days. Its almost 8 days now and the status still shows as """"under process"""". Is this normal? If they have accepted the documents; does that mean that I will get the visa for sure? My salary is above 10K so there is no prblem there.""",Irrelevant
Visa Approved what next? Family Visa Application,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,Does anyone here knows if immigration office has started accepting FAMILY VISA Application? As late in January; there was a news that processing of the family visa will be transferred from Labor to Immigration office. shall appreciate your feedback...thank you :-),Relevant
Visa Approved what next? Sri Lanka,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,One question for those of you who have travelled to Sri Lanka on holidays and for them Sri Lankas here in Doha. How would you advise me to spend 10 days in Sri Lanka in August? How would you plan my itininary? I like nature; historical place; good street food; mountains; rivers. I will spend minimal time in the hotel. Thank you all for your advice.,Irrelevant
Visa Approved what next? Visa processing time after approval,Family Visit Visa for my wife and son is approved as per MOI website. What's next?where to get the original printed visa? I'm from Phil. Any kabayan out there...pls help. They say visa should be stamp from Qatar embassy in the Phil and should have also letter from sponsor(me).And how about the ticket?is the dummy ticket(return) is still valid in the Phil?,I had applied for the RP of my wife in labour department. It was approved and i was given a Visa No. with an advice to check on MOI.GOV.QA. I have been checking this site but it always says under processing. Does anyone knows how long it takes to get the visa? Is there any way i can get it faster?,Relevant
visa transfer from husband to campany visa Work VISA to Husband Sponsorship,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,Good day all! :) Can you please help me on what are the requirements of transferring my wife's business VISA to my sponsorship? Does she need to stay under her company's sponsorship for a specific amount of time or I can transfer her even if she had only stayed for 1 or 2 weeks? Thanks in advance everyone!!!,PerfectMatch
visa transfer from husband to campany visa Transfer to Husband Sponsorship,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,Can anyone advise me what to do? I want to transfer to my husband's sponsorship. Problem is; he is just earning QR6K a month. My present company will provide me the NOC. I already received some job offers but they are looking for someone under husband sponsorship. Would appreciate your immediate response.,Relevant
visa transfer from husband to campany visa on husband sponsorship transfer,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,Can i change from work sponsor to husband sponsor even if i am only three months in my company? please advise. thanks.,Relevant
visa transfer from husband to campany visa Wife/Husband with family sponsorship to work,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,If your wife / husband under family sponsorship of your sponsor wants to work do they have to transfer the sponsorship to new sponsor or they can work without sponsorship change? What are the steps?,PerfectMatch
visa transfer from husband to campany visa Can you help me about family visit visa ??,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,Is there any salary limitations for bringing wife on Family visit visa ?? Morever while staying on visit visa is it possible to transfer into Residence >> Appreciate your help in this regards,Relevant
visa transfer from husband to campany visa transfer of sponsorship after 1 year?,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,can i transfer my sponsorship after 1 year?? need advise...please help me...,Irrelevant
visa transfer from husband to campany visa Husband,Any one can help me; is it possible to transfer husband sponsord to campany visa;? if so is it required that she must exit from qatar and come back with new visa?,My husband is coming to Qatar on visit visa having my father as his sponsor. Is it possible for him to transfer his visa if he finds a job here during his visit? åÊ Kind Regards & Thankyou,Relevant
